,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-12-03-20-vanderbilt,25.9,7,3.9,2,105.9,73.7,28,0.434,68,0.397,27,0.397,27,0.63,17,3,200,89.4,27.9,12,20,76,,5.9,5,0.338,23,0.217,5,49.4,40,0.47,17.5,17,45,0.489,22,0.625,5,"December 3, 2019",40.6,13,13.3,6,89.4,72.1,31,0.493,69,0.464,32,0.377,26,0.846,22,2,200,105.9,26.3,10,24,90,,9.4,8,0.261,18,0.222,4,50.6,41,0.553,13.9,13,51,0.549,28,0.75,6,"Memorial Gymnasium, Nashville, Tennessee",BUFFALO,Buffalo,85.1,Home,VANDERBILT,Vanderbilt
2019-12-14-20-vanderbilt,36.4,8,11.1,3,84.8,84.8,28,0.462,53,0.415,22,0.226,12,1.0,12,0,200,92.4,21.4,6,15,61,,7.6,5,0.415,22,0.227,5,55.7,34,0.52,18.2,13,31,0.548,17,1.0,12,"December 14, 2019",50.0,9,22.6,7,92.4,78.6,22,0.422,51,0.353,18,0.373,19,0.684,13,3,200,84.8,15.2,5,15,56,,10.6,7,0.471,24,0.292,7,44.3,27,0.466,15.6,11,27,0.407,11,0.667,6,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,65.9,Away,LIBERTY,Liberty
2019-12-18-18-loyola-il,44.0,11,7.5,3,105.4,89.3,25,0.538,53,0.472,25,0.415,22,0.591,13,4,200,94.6,18.8,6,23,70,,8.1,6,0.396,21,0.333,7,51.7,31,0.552,19.3,15,32,0.563,18,0.6,6,"December 18, 2019",78.6,22,3.1,1,94.6,81.3,26,0.61,50,0.56,28,0.6,30,0.567,17,4,200,105.4,10.7,3,20,78,,5.4,4,0.2,10,0.5,5,48.3,29,0.607,18.1,14,40,0.575,23,0.667,8,"Talking Stick Resort Arena, Phoenix, Arizona",VANDERBILT,Vanderbilt,73.9,Home,LOYOLA-IL,Loyola (IL)
2019-12-21-20-vanderbilt,48.0,12,6.5,2,115.8,74.1,20,0.608,51,0.49,25,0.255,13,0.846,11,8,200,96.1,17.4,4,24,73,,7.9,6,0.392,20,0.6,12,48.0,24,0.638,28.9,23,31,0.419,13,0.385,5,"December 21, 2019",66.7,18,12.9,4,96.1,82.6,19,0.58,56,0.482,27,0.518,29,0.793,23,4,200,115.8,25.9,7,15,88,,18.4,14,0.446,25,0.44,11,52.0,26,0.631,16.9,14,31,0.516,16,0.636,7,"Memorial Gymnasium, Nashville, Tennessee",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,76.5,Home,VANDERBILT,Vanderbilt
2019-11-08-19-st-bonaventure,88.2,15,8.8,3,83.1,70.0,28,0.385,48,0.354,17,0.708,34,0.706,24,0,200,85.9,18.4,7,20,61,,8.5,6,0.417,20,0.15,3,44.9,35,0.475,18.2,14,28,0.5,14,1.0,1,"November 8, 2019",57.9,11,7.1,2,85.9,81.6,31,0.344,61,0.311,19,0.361,22,0.773,17,2,200,83.1,30.0,12,25,59,,12.7,9,0.443,27,0.148,4,55.1,43,0.413,13.5,11,34,0.441,15,0.0,0,"Reilly Center, St. Bonaventure, New York",ST-BONAVENTURE,St. Bonaventure,70.8,Away,VERMONT,Vermont
2019-11-10-14-bucknell,40.9,9,6.3,2,81.8,87.1,27,0.375,64,0.344,22,0.453,29,0.621,18,0,200,85.7,28.6,12,22,66,,9.1,7,0.391,25,0.16,4,53.4,39,0.424,14.5,13,39,0.462,18,1.0,2,"November 10, 2019",34.8,8,10.3,4,85.7,71.4,30,0.454,54,0.426,23,0.407,22,0.636,14,1,200,81.8,12.9,4,21,63,,2.6,2,0.407,22,0.136,3,46.6,34,0.489,19.1,15,32,0.625,20,0.5,1,"Sojka Pavilion, Lewisburg, Pennsylvania",BUCKNELL,Bucknell,77.1,Away,VERMONT,Vermont
2019-11-13-19-vermont,41.2,7,3.0,1,89.9,80.6,25,0.333,57,0.298,17,0.263,15,0.6,9,2,200,68.1,21.6,8,19,47,,14.5,10,0.281,16,0.25,4,48.5,33,0.366,17.0,13,41,0.317,13,0.333,1,"November 13, 2019",47.8,11,12.2,5,68.1,78.4,29,0.481,53,0.434,23,0.34,18,0.611,11,0,200,89.9,19.4,6,16,62,,10.1,7,0.377,20,0.25,5,51.5,35,0.504,18.7,14,33,0.545,18,1.0,3,"Roy L. Patrick Gymnasium, Burlington, Vermont",BOSTON-UNIVERSITY,Boston University,69.3,Home,VERMONT,Vermont
2019-11-16-16-st-johns-ny,51.9,14,7.7,3,93.2,59.5,25,0.463,67,0.403,27,0.179,12,0.667,8,0,200,95.9,27.5,11,25,70,,11.0,8,0.463,31,0.258,8,43.9,36,0.481,13.2,11,36,0.528,19,1.0,4,"November 16, 2019",30.0,6,16.7,6,95.9,72.5,29,0.388,58,0.345,20,0.603,35,0.657,23,1,200,93.2,40.5,17,16,68,,9.6,7,0.328,19,0.263,5,56.1,46,0.456,17.9,16,39,0.385,15,0.75,3,"Carnesecca Arena, Jamaica, New York",ST-JOHNS-NY,St. John's (NY),73.2,Away,VERMONT,Vermont
2019-11-19-19-virginia,60.0,12,3.8,1,103.4,81.5,22,0.5,52,0.385,20,0.058,3,1.0,3,1,200,93.2,21.9,7,16,55,,8.5,5,0.654,34,0.353,12,49.2,29,0.515,19.6,13,18,0.444,8,0.8,4,"November 19, 2019",47.8,11,16.7,3,93.2,78.1,25,0.551,49,0.469,23,0.224,11,0.636,7,0,200,103.4,18.5,5,12,61,7,6.8,4,0.469,23,0.348,8,50.8,30,0.562,14.3,9,26,0.577,15,1.0,4,"John Paul Jones Arena, Charlottesville, Virginia",VERMONT,Vermont,58.8,Home,VIRGINIA,Virginia
2019-11-23-19-central-connecticut-state,38.7,12,16.1,5,72.1,82.4,28,0.623,57,0.544,31,0.246,14,0.714,10,1,200,119.1,16.0,4,12,81,,11.8,8,0.421,24,0.375,9,54.2,32,0.636,12.5,9,33,0.667,22,0.833,5,"November 23, 2019",53.8,7,3.0,1,119.1,84.0,21,0.317,52,0.25,13,0.346,18,0.889,16,6,200,72.1,17.6,6,15,49,,8.8,6,0.404,21,0.333,7,45.8,27,0.405,17.8,13,31,0.194,6,0.0,0,"Mohegan Sun Arena, Uncasville, Connecticut",CENTRAL-CONNECTICUT-STATE,Central Connecticut,68.1,Away,VERMONT,Vermont
2019-11-24-20-vermont,40.0,10,15.2,5,95.7,81.0,34,0.547,53,0.472,25,0.528,28,0.5,14,2,200,102.9,23.3,7,16,72,,10.0,7,0.358,19,0.421,8,56.9,41,0.543,10.9,8,34,0.5,17,0.667,4,"November 24, 2019",37.5,9,8.8,3,102.9,76.7,23,0.425,67,0.358,24,0.209,14,0.714,10,2,200,95.7,19.0,8,22,67,,4.3,3,0.507,34,0.265,9,43.1,31,0.455,8.7,7,33,0.455,15,0.714,5,"Mohegan Sun Arena, Uncasville, Connecticut",VERMONT,Vermont,70.0,Away,RIDER,Rider
2019-11-27-19-vermont,76.5,13,4.5,2,136.8,48.3,14,0.356,59,0.288,17,0.034,2,1.0,2,0,200,64.7,20.0,7,13,44,,4.4,3,0.61,36,0.222,8,32.8,21,0.367,21.1,16,23,0.391,9,0.0,0,"November 27, 2019",69.2,27,17.4,4,64.7,80.0,28,0.597,72,0.542,39,0.139,10,0.7,7,2,200,136.8,51.7,15,4,93,,13.2,9,0.389,28,0.286,8,67.2,43,0.606,6.1,5,44,0.705,31,0.75,6,"Roy L. Patrick Gymnasium, Burlington, Vermont","Gallaudet
			","Gallaudet
			",67.9,Home,VERMONT,Vermont
2019-12-01-15-yale,47.6,10,12.1,4,97.0,79.3,23,0.398,59,0.356,21,0.119,7,0.714,5,3,200,77.6,20.5,8,17,52,,13.4,9,0.475,28,0.179,5,45.6,31,0.417,16.2,12,31,0.516,16,0.667,6,"December 1, 2019",68.2,15,3.2,1,77.6,79.5,31,0.481,52,0.423,22,0.327,17,0.882,15,3,200,97.0,20.7,6,13,65,,11.9,8,0.365,19,0.316,6,54.4,37,0.541,17.9,13,33,0.485,16,0.667,6,"John J. Lee Ampitheater, New Haven, Connecticut",VERMONT,Vermont,66.7,Home,YALE,Yale
2019-12-03-19-cincinnati,62.5,15,14.7,5,120.6,66.7,18,0.516,61,0.393,24,0.213,13,0.769,10,4,200,107.4,28.6,10,22,73,,7.4,5,0.459,28,0.536,15,45.2,28,0.543,15.2,12,33,0.273,9,0.6,6,"December 3, 2019",66.7,16,18.2,6,107.4,71.4,25,0.566,53,0.453,24,0.491,26,0.846,22,2,200,120.6,33.3,9,17,82,,8.8,6,0.358,19,0.632,12,54.8,34,0.627,14.6,11,34,0.353,12,0.75,6,"Fifth Third Arena, Cincinnati, Ohio",VERMONT,Vermont,68.3,Home,CINCINNATI,Cincinnati
2019-12-07-19-vermont,38.5,5,8.0,2,90.2,63.6,21,0.292,53,0.245,13,0.264,14,0.5,7,5,200,62.3,33.3,13,24,38,,13.1,8,0.472,25,0.2,5,47.2,34,0.319,20.2,15,28,0.286,8,0.444,4,"December 7, 2019",58.8,10,10.7,3,62.3,66.7,26,0.417,48,0.354,17,0.438,21,0.714,15,4,200,90.2,36.4,12,17,55,,3.3,2,0.479,23,0.261,6,52.8,38,0.474,20.8,15,25,0.44,11,0.636,7,"Roy L. Patrick Gymnasium, Burlington, Vermont",TOWSON,Towson,61.3,Home,VERMONT,Vermont
2019-12-18-19-vermont,40.0,8,6.7,2,94.6,74.1,20,0.461,51,0.392,20,0.235,12,0.583,7,3,200,96.4,25.0,8,19,54,,5.4,3,0.431,22,0.318,7,47.5,28,0.476,11.1,7,29,0.448,13,0.75,9,"December 18, 2019",27.8,5,13.8,4,96.4,75.0,24,0.443,44,0.409,18,0.477,21,0.667,14,5,200,94.6,25.9,7,16,53,,3.6,2,0.318,14,0.214,3,52.5,31,0.491,15.8,10,30,0.5,15,0.583,7,"Roy L. Patrick Gymnasium, Burlington, Vermont",VERMONT,Vermont,56.3,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro
2019-12-20-19-vermont,76.2,16,2.7,1,114.7,68.8,22,0.4,65,0.323,21,0.246,16,0.688,11,7,200,84.0,20.0,9,23,63,,8.0,6,0.415,27,0.37,10,40.3,31,0.434,13.2,11,38,0.289,11,0.417,5,"December 20, 2019",53.6,15,23.7,9,84.0,80.0,36,0.55,60,0.467,28,0.417,25,0.8,20,5,200,114.7,31.3,10,15,86,,8.0,6,0.383,23,0.435,10,59.7,46,0.598,15.5,13,37,0.486,18,0.615,8,"Roy L. Patrick Gymnasium, Burlington, Vermont",LIPSCOMB,Lipscomb,74.7,Home,VERMONT,Vermont
2019-11-05-20-villanova,55.0,11,7.7,3,118.3,60.0,18,0.367,64,0.313,20,0.156,10,0.7,7,1,200,65.9,9.5,4,16,54,,11.0,9,0.469,30,0.233,7,30.6,22,0.393,19.9,17,34,0.382,13,0.0,0,"November 5, 2019",61.1,22,11.8,4,65.9,90.5,38,0.609,69,0.522,36,0.232,16,0.813,13,0,200,118.3,40.0,12,14,97,10,11.0,9,0.435,30,0.4,12,69.4,50,0.633,18.3,17,39,0.615,24,1.0,1,"Finneran Pavilion, Villanova, Pennsylvania",ARMY,Army,81.7,Home,VILLANOVA,Villanova
2019-11-13-19-ohio-state,52.6,10,11.8,4,113.4,90.0,18,0.387,62,0.306,19,0.113,7,0.429,3,1,200,76.1,20.0,8,16,51,10,0.0,0,0.484,30,0.333,10,43.3,26,0.39,15.6,12,32,0.281,9,0.5,1,"November 13, 2019",60.0,18,18.8,6,76.1,80.0,32,0.69,50,0.6,30,0.24,12,0.583,7,0,200,113.4,10.0,2,11,76,16,9.0,6,0.32,16,0.563,9,56.7,34,0.682,15.3,10,34,0.618,21,1.0,3,"Value City Arena, Columbus, Ohio",VILLANOVA,Villanova,66.5,Home,OHIO-STATE,Ohio State
2019-11-16-12-villanova,47.8,11,3.6,1,109.9,81.3,26,0.422,58,0.397,23,0.172,10,0.5,5,1,200,76.1,15.6,5,20,54,,2.8,2,0.345,20,0.15,3,48.4,31,0.43,19.4,15,38,0.526,20,0.75,3,"November 16, 2019",78.3,18,2.6,1,76.1,84.4,27,0.508,59,0.39,23,0.39,23,0.783,18,1,200,109.9,18.8,6,15,78,10,9.9,7,0.525,31,0.452,14,51.6,33,0.558,6.7,5,28,0.321,9,0.667,2,"Wells Fargo Center, Philadelphia, Pennsylvania",OHIO,Ohio,70.8,Home,VILLANOVA,Villanova
2019-11-21-11-middle-tennessee,71.1,27,9.5,4,94.5,73.0,27,0.701,67,0.567,38,0.09,6,0.667,4,1,200,134.2,26.9,7,21,98,17,8.2,6,0.567,38,0.474,18,54.0,34,0.702,12.6,10,29,0.69,20,0.75,3,"November 21, 2019",46.2,12,3.4,1,134.2,73.1,19,0.467,60,0.433,26,0.35,21,0.619,13,2,200,94.5,27.0,10,13,69,,8.2,6,0.3,18,0.222,4,46.0,29,0.493,16.8,14,42,0.524,22,0.6,3,"The HTC Center, Conway, South Carolina",MIDDLE-TENNESSEE,Middle Tennessee,73.4,Away,VILLANOVA,Villanova
2019-11-22-14-mississippi-state,64.5,20,11.1,5,111.8,70.6,24,0.679,53,0.585,31,0.302,16,0.688,11,1,200,122.1,29.2,7,18,83,17,5.9,4,0.453,24,0.417,10,53.4,31,0.685,17.8,13,29,0.724,21,0.8,4,"November 22, 2019",32.1,9,3.4,1,122.1,70.8,17,0.478,67,0.418,28,0.194,13,0.923,12,1,200,111.8,29.4,10,19,76,,10.3,7,0.328,22,0.364,8,46.6,27,0.519,7.6,6,45,0.444,20,0.833,5,"The HTC Center, Conway, South Carolina",MISSISSIPPI-STATE,Mississippi State,67.9,Away,VILLANOVA,Villanova
2019-11-24-17-baylor,57.1,16,10.0,4,133.8,69.2,18,0.593,54,0.519,28,0.352,19,0.737,14,2,200,120.0,34.6,9,17,78,17,4.6,3,0.463,25,0.32,8,51.9,27,0.619,16.1,12,29,0.69,20,0.667,4,"November 24, 2019",32.3,10,10.3,3,120.0,65.4,17,0.619,59,0.525,31,0.305,18,0.778,14,1,200,133.8,30.8,8,19,87,24,9.2,6,0.322,19,0.579,11,48.1,25,0.644,7.0,5,40,0.5,20,0.833,5,"The HTC Center, Conway, South Carolina",VILLANOVA,Villanova,65.3,Home,BAYLOR,Baylor
2019-12-01-18-villanova,61.5,16,15.4,6,105.1,65.5,19,0.477,66,0.394,26,0.197,13,0.692,9,3,200,91.1,26.5,9,24,72,,10.1,8,0.394,26,0.423,11,44.4,28,0.499,19.2,17,40,0.375,15,0.571,4,"December 1, 2019",59.3,16,20.0,8,91.1,73.5,25,0.545,55,0.491,27,0.545,30,0.767,23,2,200,105.1,34.5,10,16,83,22,15.2,12,0.291,16,0.375,6,55.6,35,0.599,20.9,18,39,0.538,21,0.714,5,"Finneran Pavilion, Villanova, Pennsylvania",LA-SALLE,La Salle,78.7,Home,VILLANOVA,Villanova
2019-12-04-18-villanova,69.0,20,8.2,4,111.1,70.0,21,0.542,60,0.483,29,0.15,9,0.444,4,4,200,95.8,15.6,5,16,69,,6.9,5,0.317,19,0.368,7,41.9,26,0.537,16.9,13,41,0.537,22,0.556,5,"December 4, 2019",53.3,16,2.4,1,95.8,84.4,27,0.542,59,0.508,30,0.356,21,0.762,16,2,200,111.1,30.0,9,16,80,23,12.5,9,0.169,10,0.4,4,58.1,36,0.58,13.9,11,49,0.531,26,0.75,6,"Finneran Pavilion, Villanova, Pennsylvania",PENNSYLVANIA,Penn,71.6,Home,VILLANOVA,Villanova
2019-12-07-15-saint-josephs,29.6,8,17.1,7,98.5,70.6,24,0.527,55,0.491,27,0.4,22,0.909,20,2,200,116.4,38.5,10,13,78,23,3.0,2,0.309,17,0.235,4,56.7,34,0.596,11.0,8,38,0.605,23,0.778,7,"December 7, 2019",40.0,10,0.0,0,116.4,61.5,16,0.423,65,0.385,25,0.2,13,0.846,11,8,200,98.5,29.4,10,21,66,,11.9,8,0.369,24,0.208,5,43.3,26,0.464,12.4,10,41,0.488,20,0.2,2,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,67.3,Away,VILLANOVA,Villanova
2019-12-14-14-villanova,44.4,12,11.5,3,113.0,71.0,22,0.67,47,0.574,27,0.34,16,0.438,7,2,200,101.4,4.8,1,18,70,,11.6,8,0.362,17,0.529,9,44.2,23,0.641,21.7,15,30,0.6,18,0.818,9,"December 14, 2019",51.9,14,3.3,1,101.4,95.2,20,0.561,57,0.474,27,0.298,17,0.824,14,2,200,113.0,29.0,9,14,78,20,14.5,10,0.544,31,0.323,10,55.8,29,0.599,16.8,13,26,0.654,17,0.8,8,"Prudential Center, Newark, New Jersey",DELAWARE,Delaware,68.8,Home,VILLANOVA,Villanova
2019-12-21-12-villanova,58.3,14,22.7,5,87.5,77.1,27,0.464,55,0.436,24,0.182,10,0.4,4,2,200,85.9,25.0,7,12,55,1,9.4,6,0.236,13,0.231,3,54.0,34,0.46,16.8,12,42,0.5,21,0.818,9,"December 21, 2019",63.6,14,0.0,0,85.9,75.0,21,0.429,63,0.349,22,0.032,2,1.0,2,2,200,87.5,22.9,8,14,56,18,9.4,6,0.651,41,0.244,10,46.0,29,0.438,11.1,8,22,0.545,12,0.818,9,"Wells Fargo Center, Philadelphia, Pennsylvania",KANSAS,Kansas,64.4,Home,VILLANOVA,Villanova
2019-11-05-19-virginia-commonwealth,42.9,9,0.0,0,92.3,75.9,22,0.369,65,0.323,21,0.277,18,0.556,10,1,200,74.4,27.5,11,20,58,,15.4,12,0.323,21,0.286,6,47.8,33,0.394,18.9,17,44,0.341,15,0.0,0,"November 5, 2019",48.1,13,9.1,4,74.4,72.5,29,0.518,55,0.491,27,0.455,25,0.6,15,0,200,92.3,24.1,7,18,72,25,15.4,12,0.236,13,0.231,3,52.2,36,0.538,20.5,17,42,0.571,24,1.0,1,"Stuart Siegel Center, Richmond, Virginia",SAINT-FRANCIS-PA,Saint Francis (PA),78.2,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-08-19-virginia-commonwealth,52.4,11,10.0,2,93.7,70.4,19,0.481,52,0.404,21,0.154,8,0.75,6,1,200,88.9,34.6,9,20,56,,7.9,5,0.481,25,0.32,8,52.8,28,0.502,20.1,14,27,0.481,13,0.5,1,"November 8, 2019",58.8,10,18.5,5,88.9,65.4,17,0.478,46,0.37,17,0.435,20,0.75,15,0,200,93.7,29.6,8,15,59,25,15.9,10,0.565,26,0.385,10,47.2,25,0.532,24.7,18,20,0.35,7,1.0,2,"Stuart Siegel Center, Richmond, Virginia",NORTH-TEXAS,North Texas,63.2,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-13-18-virginia-commonwealth,29.0,9,11.4,4,105.0,61.8,21,0.575,60,0.517,31,0.283,17,0.765,13,1,200,102.5,41.9,13,25,82,23,8.8,7,0.283,17,0.412,7,52.3,34,0.602,27.8,26,43,0.558,24,0.5,1,"November 13, 2019",50.0,13,16.3,7,102.5,58.1,18,0.484,63,0.413,26,0.46,29,0.793,23,0,200,105.0,38.2,13,19,84,,17.5,14,0.444,28,0.321,9,47.7,31,0.547,17.4,16,35,0.486,17,1.0,3,"Stuart Siegel Center, Richmond, Virginia",LOUISIANA-STATE,LSU,80.4,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-17-12-virginia-commonwealth,29.2,7,5.0,2,116.3,80.0,20,0.413,63,0.381,24,0.302,19,0.684,13,2,200,81.3,30.0,12,11,65,,12.5,10,0.302,19,0.211,4,49.2,32,0.451,21.0,19,44,0.455,20,0.333,1,"November 17, 2019",60.5,23,29.5,13,81.3,70.0,28,0.659,66,0.576,38,0.106,7,0.857,6,0,200,116.3,20.0,5,21,93,,13.8,11,0.394,26,0.423,11,50.8,33,0.671,18.8,16,40,0.675,27,1.0,4,"Stuart Siegel Center, Richmond, Virginia",JACKSONVILLE-STATE,Jacksonville State,79.7,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-23-19-virginia-commonwealth,73.7,14,15.2,7,111.4,62.2,28,0.45,50,0.38,19,0.08,4,0.75,3,5,200,68.6,23.3,7,8,48,,7.1,5,0.34,17,0.412,7,46.7,35,0.462,27.9,20,33,0.364,12,0.167,1,"November 23, 2019",57.1,16,24.2,8,68.6,76.7,23,0.428,76,0.368,28,0.211,16,0.813,13,0,200,111.4,37.8,17,9,78,21,21.4,15,0.395,30,0.3,9,53.3,40,0.467,8.8,8,46,0.413,19,1.0,5,"Stuart Siegel Center, Richmond, Virginia",FLORIDA-GULF-COAST,Florida Gulf Coast,69.8,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-25-19-virginia-commonwealth,57.1,12,9.7,3,111.4,79.4,27,0.455,55,0.382,21,0.309,17,0.706,12,5,200,88.6,25.8,8,21,62,,5.7,4,0.4,22,0.364,8,53.8,35,0.491,20.4,16,33,0.394,13,0.0,0,"November 25, 2019",52.0,13,18.2,6,88.6,74.2,23,0.585,53,0.472,25,0.509,27,0.593,16,0,200,111.4,20.6,7,16,78,20,15.7,11,0.415,22,0.545,12,46.2,30,0.592,13.4,10,31,0.419,13,1.0,6,"Stuart Siegel Center, Richmond, Virginia",ALABAMA-STATE,Alabama State,70.0,Home,VIRGINIA-COMMONWEALTH,VCU
2019-11-29-21-purdue,31.6,6,10.7,3,85.5,72.0,18,0.477,43,0.442,19,0.512,22,0.682,15,1,200,81.2,19.2,5,23,56,20,11.6,8,0.395,17,0.176,3,45.1,23,0.524,28.5,21,26,0.615,16,0.857,6,"November 29, 2019",38.9,7,7.7,2,81.2,80.8,21,0.455,44,0.409,18,0.659,29,0.655,19,2,200,85.5,28.0,7,23,59,,14.5,10,0.364,16,0.25,4,54.9,28,0.511,24.1,18,28,0.5,14,0.667,4,"The Arena, Niceville, Florida",VIRGINIA-COMMONWEALTH,VCU,69.1,Home,PURDUE,Purdue
2019-11-30-16-virginia-commonwealth,46.2,12,7.1,3,103.0,78.4,29,0.528,54,0.481,26,0.296,16,0.938,15,1,200,107.5,26.1,6,16,72,17,4.5,3,0.278,15,0.333,5,58.3,35,0.584,17.6,13,39,0.538,21,0.857,6,"November 30, 2019",40.9,9,12.8,5,107.5,73.9,17,0.447,57,0.386,22,0.404,23,0.783,18,2,200,103.0,21.6,8,18,69,20,9.0,6,0.263,15,0.467,7,41.7,25,0.508,6.9,5,42,0.357,15,0.75,6,"The Arena, Niceville, Florida",VIRGINIA-COMMONWEALTH,VCU,66.8,Away,TENNESSEE,Tennessee
2019-12-07-20-virginia-commonwealth,21.7,5,14.8,4,98.6,96.4,27,0.429,56,0.411,23,0.214,12,0.75,9,7,200,81.4,22.6,7,21,57,,12.9,9,0.268,15,0.133,2,57.6,34,0.462,19.7,15,41,0.512,21,0.3,3,"December 7, 2019",57.1,12,12.2,5,81.4,77.4,24,0.52,49,0.429,21,0.449,22,0.818,18,2,200,98.6,3.6,1,15,69,,5.7,4,0.449,22,0.409,9,42.4,25,0.58,17.0,12,27,0.444,12,0.778,7,"Stuart Siegel Center, Richmond, Virginia",OLD-DOMINION,Old Dominion,70.1,Home,VIRGINIA-COMMONWEALTH,VCU
2019-12-15-19-virginia-commonwealth,25.0,5,9.1,3,91.0,75.0,24,0.47,50,0.4,20,0.08,4,1.0,4,6,200,76.1,35.7,10,16,51,,9.0,6,0.34,17,0.412,7,56.7,34,0.491,33.4,26,33,0.394,13,0.5,6,"December 15, 2019",63.2,12,9.1,3,76.1,64.3,18,0.42,56,0.339,19,0.357,20,0.7,14,2,200,91.0,25.0,8,13,61,,23.9,16,0.411,23,0.391,9,43.3,26,0.466,11.0,8,33,0.303,10,0.8,8,"Stuart Siegel Center, Richmond, Virginia",MISSOURI-STATE,Missouri State,66.7,Home,VIRGINIA-COMMONWEALTH,VCU
2019-12-18-19-college-of-charleston,48.3,14,16.0,4,104.4,86.7,26,0.516,63,0.46,29,0.222,14,0.786,11,2,200,111.8,32.4,11,18,76,,11.8,8,0.317,20,0.35,7,57.8,37,0.546,11.5,9,43,0.512,22,0.818,9,"December 18, 2019",41.7,10,4.7,2,111.8,67.6,23,0.598,51,0.471,24,0.275,14,0.714,10,6,200,104.4,13.3,4,17,71,,8.8,6,0.51,26,0.5,13,42.2,27,0.616,20.8,15,25,0.44,11,0.455,5,"TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,68.2,Away,VIRGINIA-COMMONWEALTH,VCU
2019-12-21-12-wichita-state,30.0,6,6.7,3,98.6,61.9,26,0.415,53,0.377,20,0.491,26,0.731,19,3,200,85.1,29.4,10,27,63,,13.5,10,0.358,19,0.211,4,47.4,36,0.482,21.8,18,34,0.471,16,0.75,9,"December 21, 2019",60.0,15,17.6,6,85.1,70.6,24,0.466,59,0.424,25,0.525,31,0.581,18,1,200,98.6,38.1,16,20,73,,12.2,9,0.237,14,0.357,5,52.6,40,0.495,18.1,16,45,0.444,20,0.909,10,"Charles Koch Arena, Wichita, Kansas",VIRGINIA-COMMONWEALTH,VCU,73.5,Home,WICHITA-STATE,Wichita State
2019-11-05-19-east-carolina,52.0,13,0.0,0,111.1,63.3,19,0.44,67,0.373,25,0.194,13,0.692,9,1,200,94.4,25.7,9,22,68,,9.7,7,0.358,24,0.375,9,43.1,28,0.465,9.9,8,43,0.372,16,0.0,0,"November 5, 2019",54.8,17,16.3,7,94.4,74.3,26,0.569,58,0.534,31,0.414,24,0.583,14,0,200,111.1,36.7,11,15,80,,5.6,4,0.207,12,0.333,4,56.9,37,0.576,15.9,13,46,0.587,27,1.0,1,"Williams Arena at Minges Coliseum, Greenville, North Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,71.8,Home,EAST-CAROLINA,East Carolina
2019-11-08-19-virginia-military-institute,40.9,9,19.2,5,83.6,84.4,27,0.414,58,0.379,22,0.224,13,0.769,10,0,200,86.6,18.9,7,8,58,,9.0,6,0.276,16,0.25,4,49.3,34,0.452,13.6,10,42,0.429,18,1.0,1,"November 8, 2019",68.2,15,4.8,2,86.6,81.1,30,0.465,57,0.386,22,0.14,8,0.375,3,2,200,83.6,15.6,5,15,56,,9.0,6,0.544,31,0.29,9,50.7,35,0.461,15.4,11,26,0.5,13,0.0,0,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,67.0,Away,MARIST,Marist
