,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-11-18-19-kentucky,53.8,14,11.1,5,110.8,63.0,17,0.492,64,0.406,26,0.281,18,0.611,11,2,200,100.0,17.5,7,24,74,,5.4,4,0.484,31,0.355,11,35.8,24,0.51,6.5,5,33,0.455,15,0.6,3,"November 18, 2019",44.0,11,6.1,2,100.0,82.5,33,0.447,57,0.439,25,0.596,34,0.912,31,1,200,110.8,37.0,10,13,82,9,2.7,2,0.211,12,0.083,1,64.2,43,0.56,16.3,14,45,0.533,24,0.75,3,"Rupp Arena, Lexington, Kentucky",UTAH-VALLEY,Utah Valley,73.9,Home,KENTUCKY,Kentucky
2019-11-21-21-utah-valley,15.4,4,22.6,7,91.9,73.0,27,0.431,65,0.4,26,0.338,22,0.818,18,1,200,100.0,25.0,10,20,74,,8.1,6,0.215,14,0.286,4,48.1,37,0.49,13.8,12,51,0.431,22,0.8,4,"November 21, 2019",45.5,10,9.8,5,100.0,75.0,30,0.448,58,0.379,22,0.345,20,0.8,16,3,200,91.9,27.0,10,18,68,,5.4,4,0.466,27,0.296,8,51.9,40,0.504,17.3,14,31,0.452,14,0.5,3,"UCCU Center, Orem, Utah",UTAH-VALLEY,Utah Valley,74.5,Away,LAMAR,Lamar
2019-11-23-18-north-dakota-state,14.3,4,3.3,1,89.9,83.3,30,0.526,57,0.491,28,0.14,8,1.0,8,3,200,98.6,7.1,2,15,68,,10.1,7,0.228,13,0.308,4,50.0,32,0.559,12.9,9,44,0.545,24,0.571,4,"November 23, 2019",34.8,8,4.5,2,98.6,92.9,26,0.448,58,0.397,23,0.293,17,0.588,10,3,200,89.9,16.7,6,15,62,,5.8,4,0.483,28,0.214,6,50.0,32,0.469,13.2,10,30,0.567,17,0.571,4,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA-STATE,North Dakota State,68.9,Away,UTAH-VALLEY,Utah Valley
2019-11-26-19-mount-st-marys,40.9,9,12.8,6,90.1,69.2,27,0.413,63,0.349,22,0.19,12,0.75,9,4,200,85.9,21.1,8,17,61,,4.2,3,0.444,28,0.286,8,45.5,35,0.444,13.9,11,35,0.4,14,0.5,4,"November 26, 2019",34.8,8,14.3,5,85.9,78.9,30,0.383,64,0.359,23,0.281,18,0.833,15,5,200,90.1,30.8,12,16,64,,4.2,3,0.266,17,0.176,3,54.5,42,0.441,12.2,10,47,0.426,20,0.286,2,"Knott Arena, Emmitsburg, Maryland",UTAH-VALLEY,Utah Valley,71.1,Home,MOUNT-ST-MARYS,Mount St. Mary's
2019-12-01-16-colorado-state,63.6,14,6.8,3,126.0,66.7,16,0.456,57,0.386,22,0.175,10,0.9,9,5,200,83.6,22.9,8,16,61,,6.8,5,0.579,33,0.242,8,40.7,24,0.494,22.7,18,24,0.583,14,0.444,4,"December 1, 2019",63.6,21,0.0,0,83.6,77.1,27,0.652,56,0.589,33,0.464,26,0.731,19,3,200,126.0,33.3,8,15,92,,15.1,11,0.214,12,0.583,7,59.3,35,0.673,16.2,13,44,0.591,26,0.667,6,"Moby Arena, Fort Collins, Colorado",UTAH-VALLEY,Utah Valley,72.6,Home,COLORADO-STATE,Colorado State
2019-12-04-21-utah-valley,66.7,18,20.0,8,89.3,74.3,26,0.534,58,0.466,27,0.241,14,0.714,10,5,200,96.0,26.5,9,15,72,,4.0,3,0.379,22,0.364,8,50.7,35,0.557,22.8,19,36,0.528,19,0.286,2,"December 4, 2019",72.4,21,16.7,6,96.0,73.5,25,0.492,66,0.439,29,0.045,3,0.667,2,6,200,89.3,25.7,9,15,67,,9.3,7,0.394,26,0.269,7,49.3,34,0.497,20.2,17,40,0.55,22,0.4,4,"UCCU Center, Orem, Utah",UTAH-VALLEY,Utah Valley,75.0,Away,WEBER-STATE,Weber State
2019-12-07-16-southern-utah,38.5,10,15.2,7,93.6,61.5,24,0.545,55,0.473,26,0.309,17,0.706,12,7,200,92.3,12.9,4,28,72,,10.3,8,0.364,20,0.4,8,40.0,28,0.571,20.4,16,35,0.514,18,0.364,4,"December 7, 2019",28.6,6,8.6,3,92.3,87.1,27,0.379,62,0.339,21,0.516,32,0.813,26,4,200,93.6,38.5,15,20,73,,10.3,8,0.258,16,0.313,5,60.0,42,0.473,19.1,18,46,0.348,16,0.556,5,"Centrum, Cedar City, Utah",UTAH-VALLEY,Utah Valley,77.6,Home,SOUTHERN-UTAH,Southern Utah
2019-12-14-21-utah-valley,42.9,12,14.6,6,96.1,65.8,25,0.525,60,0.467,28,0.35,21,0.762,16,2,200,103.9,12.5,4,20,79,,11.8,9,0.25,15,0.467,7,41.4,29,0.564,12.6,10,45,0.467,21,0.714,5,"December 14, 2019",60.0,15,13.3,6,103.9,87.5,28,0.483,58,0.431,25,0.448,26,0.654,17,8,200,96.1,34.2,13,16,73,,3.9,3,0.293,17,0.353,6,58.6,41,0.519,21.5,19,41,0.463,19,0.333,4,"UCCU Center, Orem, Utah",UTAH-VALLEY,Utah Valley,76.2,Away,NORTHERN-ARIZONA,Northern Arizona
2019-12-18-21-wyoming,34.8,8,9.7,3,106.3,86.4,19,0.531,49,0.469,23,0.367,18,0.944,17,8,200,109.5,15.4,4,18,69,,9.5,6,0.306,15,0.4,6,47.9,23,0.599,12.3,8,34,0.5,17,0.385,5,"December 18, 2019",44.0,11,5.9,2,109.5,84.6,22,0.558,52,0.481,25,0.25,13,0.692,9,9,200,106.3,13.6,3,19,67,,3.2,2,0.404,21,0.381,8,52.1,25,0.576,14.8,10,31,0.548,17,0.25,3,"Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,63.4,Away,UTAH-VALLEY,Utah Valley
2019-12-21-19-long-beach-state,45.8,11,14.6,6,93.2,77.1,27,0.425,67,0.358,24,0.209,14,0.571,8,9,200,89.0,31.7,13,16,65,,4.1,3,0.478,32,0.281,9,52.6,40,0.441,17.0,15,35,0.429,15,0.357,5,"December 21, 2019",40.0,10,22.9,8,89.0,68.3,28,0.475,60,0.417,25,0.25,15,0.733,11,9,200,93.2,22.9,8,17,68,,5.5,4,0.317,19,0.368,7,47.4,36,0.507,15.3,12,41,0.439,18,0.308,4,"The Walter Pyramid, Long Beach, California",UTAH-VALLEY,Utah Valley,73.4,Home,LONG-BEACH-STATE,Long Beach State
2019-11-05-22-nevada,42.3,11,7.9,3,96.1,92.1,35,0.483,59,0.441,26,0.593,35,0.629,22,0,200,102.6,27.8,10,16,79,,3.9,3,0.39,23,0.217,5,60.8,45,0.522,14.9,13,36,0.583,21,1.0,1,"November 5, 2019",60.7,17,13.9,5,102.6,72.2,26,0.493,68,0.412,28,0.132,9,0.778,7,1,200,96.1,7.9,3,29,74,,7.8,6,0.441,30,0.367,11,39.2,29,0.512,7.7,6,38,0.447,17,0.0,0,"Lawlor Events Center, Reno, Nevada",NEVADA,Nevada,77.0,Away,UTAH,Utah
2019-11-08-21-utah,47.6,10,10.7,6,150.5,65.5,19,0.288,80,0.263,21,0.075,6,0.5,3,2,200,51.6,12.1,7,16,49,,9.5,9,0.375,30,0.133,4,29.9,26,0.296,17.1,17,50,0.34,17,0.0,0,"November 8, 2019",71.9,41,6.0,3,51.6,87.9,51,0.728,90,0.633,57,0.144,13,0.923,12,0,200,150.5,34.5,10,14,143,,6.3,6,0.378,34,0.5,17,70.1,61,0.743,10.3,11,56,0.714,40,1.0,2,"Jon M. Huntsman Center, Salt Lake City, Utah",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,95.0,Home,UTAH,Utah
2019-11-15-21-utah,42.3,11,12.9,4,104.3,80.8,21,0.432,74,0.351,26,0.162,12,0.417,5,3,200,98.6,28.6,14,23,69,,15.7,11,0.446,33,0.364,12,46.7,35,0.433,4.8,4,41,0.341,14,0.25,1,"November 15, 2019",48.0,12,14.6,6,98.6,71.4,35,0.606,47,0.532,25,0.511,24,0.667,16,0,200,104.3,19.2,5,18,73,,2.9,2,0.34,16,0.438,7,53.3,40,0.625,21.8,16,31,0.581,18,1.0,3,"Jon M. Huntsman Center, Salt Lake City, Utah",MINNESOTA,Minnesota,69.6,Home,UTAH,Utah
2019-11-21-19-coastal-carolina,47.4,9,2.5,1,111.3,68.6,24,0.377,57,0.333,19,0.439,25,0.56,14,1,200,80.3,33.3,12,15,57,,4.2,3,0.491,28,0.179,5,50.7,36,0.414,17.1,14,29,0.483,14,0.75,3,"November 21, 2019",41.4,12,20.7,6,80.3,66.7,24,0.539,64,0.453,29,0.25,16,0.625,10,2,200,111.3,31.4,11,25,79,,9.9,7,0.375,24,0.458,11,49.3,35,0.552,12.3,10,40,0.45,18,0.6,3,"The HTC Center, Conway, South Carolina",UTAH,Utah,70.7,Home,COASTAL-CAROLINA,Coastal Carolina
2019-11-22-19-ohio,47.8,11,3.1,1,97.1,78.6,22,0.564,47,0.489,23,0.596,28,0.964,27,1,200,117.6,25.0,6,17,80,,4.4,3,0.319,15,0.467,7,53.8,28,0.663,16.8,12,32,0.5,16,0.8,4,"November 22, 2019",37.5,9,6.3,2,117.6,75.0,18,0.482,56,0.429,24,0.268,15,0.8,12,3,200,97.1,21.4,6,25,66,,5.9,4,0.429,24,0.25,6,46.2,24,0.523,17.2,13,32,0.563,18,0.5,3,"The HTC Center, Conway, South Carolina",OHIO,Ohio,68.2,Away,UTAH,Utah
2019-11-24-10-utah,53.8,14,3.3,1,91.0,70.0,14,0.518,57,0.456,26,0.123,7,0.857,6,1,200,97.0,17.9,5,12,65,,10.4,7,0.368,21,0.333,7,39.6,19,0.539,16.6,12,36,0.528,19,0.833,5,"November 24, 2019",60.9,14,5.6,2,97.0,82.1,23,0.552,48,0.479,23,0.229,11,0.727,8,2,200,91.0,30.0,6,13,61,,7.5,5,0.375,18,0.389,7,60.4,29,0.573,26.4,19,30,0.533,16,0.667,4,"The HTC Center, Conway, South Carolina",UTAH,Utah,66.8,Away,TULANE,Tulane
2019-11-29-21-utah,46.2,12,12.5,3,118.5,81.0,17,0.565,54,0.481,26,0.278,15,0.8,12,7,200,112.3,23.1,6,20,73,,4.6,3,0.315,17,0.529,9,48.9,23,0.597,15.4,11,37,0.459,17,0.222,2,"November 29, 2019",65.4,17,10.8,4,112.3,76.9,20,0.689,45,0.578,26,0.422,19,0.789,15,2,200,118.5,19.0,4,14,77,,6.2,4,0.467,21,0.476,10,51.1,24,0.713,19.6,13,24,0.667,16,0.714,5,"Jon M. Huntsman Center, Salt Lake City, Utah",CALIFORNIA-DAVIS,UC-Davis,64.6,Home,UTAH,Utah
2019-12-04-20-utah,45.7,16,4.3,2,118.6,85.2,23,0.631,65,0.538,35,0.262,17,0.765,13,4,225,110.5,20.7,6,29,95,,4.7,4,0.369,24,0.5,12,51.8,29,0.65,21.6,20,41,0.561,23,0.6,6,"December 4, 2019",40.5,15,2.4,1,110.5,79.3,23,0.609,64,0.578,37,0.484,31,0.774,24,2,225,118.6,14.8,4,17,102,,11.6,10,0.281,18,0.222,4,48.2,27,0.648,12.4,11,46,0.717,33,0.75,6,"Jon M. Huntsman Center, Salt Lake City, Utah",BRIGHAM-YOUNG,BYU,76.8,Home,UTAH,Utah
2019-12-07-17-utah,28.0,7,0.0,0,121.0,74.2,23,0.396,67,0.373,25,0.284,19,0.737,14,8,200,82.7,32.6,14,22,67,,4.9,4,0.224,15,0.2,3,50.0,37,0.441,21.8,21,52,0.423,22,0.111,1,"December 7, 2019",57.1,20,9.6,5,82.7,67.4,29,0.587,69,0.507,35,0.319,22,0.773,17,2,200,121.0,25.8,8,16,98,,13.6,11,0.435,30,0.367,11,50.0,37,0.617,9.2,8,39,0.615,24,0.778,7,"Jon M. Huntsman Center, Salt Lake City, Utah",CENTRAL-ARKANSAS,Central Arkansas,81.2,Home,UTAH,Utah
2019-12-14-16-utah,68.4,13,18.2,6,93.8,60.0,21,0.368,57,0.333,19,0.228,13,0.538,7,6,200,76.6,21.1,8,17,49,,10.9,7,0.316,18,0.222,4,39.7,29,0.388,11.3,8,39,0.385,15,0.333,3,"December 14, 2019",65.0,13,10.3,4,76.6,78.9,30,0.388,58,0.345,20,0.328,19,0.789,15,2,200,93.8,40.0,14,12,60,,6.3,4,0.431,25,0.2,5,60.3,44,0.448,14.2,11,33,0.455,15,0.8,8,"Vivint Smart Home Arena, Salt Lake City, Utah",WEBER-STATE,Weber State,63.6,Home,UTAH,Utah
2019-12-18-23-kentucky,65.2,15,2.2,1,97.1,66.7,24,0.643,42,0.548,23,0.548,23,0.652,15,2,200,101.5,15.8,3,19,69,,2.9,2,0.357,15,0.533,8,49.1,27,0.652,22.3,15,27,0.556,15,0.818,9,"December 18, 2019",53.8,14,11.1,3,101.5,84.2,16,0.429,63,0.413,26,0.254,16,0.75,12,2,200,97.1,33.3,12,22,66,6,10.3,7,0.27,17,0.118,2,50.9,28,0.467,14.6,12,46,0.522,24,0.8,8,"T-Mobile Arena, Las Vegas, Nevada",KENTUCKY,Kentucky,67.8,Away,UTAH,Utah
2019-12-21-18-utah,58.1,18,12.0,3,77.6,77.8,21,0.563,63,0.492,31,0.206,13,0.692,9,0,200,119.4,32.3,10,19,80,20,10.4,7,0.349,22,0.409,9,53.4,31,0.578,11.6,9,41,0.537,22,1.0,12,"December 21, 2019",40.0,6,4.9,2,119.4,67.7,21,0.385,48,0.313,15,0.396,19,0.789,15,3,200,77.6,22.2,6,16,52,,4.5,3,0.479,23,0.304,7,46.6,27,0.456,19.9,14,25,0.32,8,0.75,9,"Staples Center, Los Angeles, California",UTAH,Utah,66.6,Away,SAN-DIEGO-STATE,San Diego State
2019-11-05-20-valparaiso,61.5,16,6.0,3,103.9,58.3,21,0.594,53,0.491,26,0.321,17,0.824,14,1,200,101.3,24.0,6,19,77,,9.2,7,0.528,28,0.393,11,44.3,27,0.63,24.9,20,25,0.6,15,0.0,0,"November 5, 2019",64.5,20,12.0,3,101.3,76.0,19,0.479,71,0.437,31,0.197,14,0.786,11,0,200,103.9,41.7,15,19,79,,13.2,10,0.296,21,0.286,6,55.7,34,0.509,15.4,14,50,0.5,25,1.0,1,"Athletics-Recreation Center, Valparaiso, Indiana",TOLEDO,Toledo,75.9,Home,VALPARAISO,Valparaiso
2019-11-09-19-saint-louis,71.4,15,9.8,5,106.6,62.9,22,0.532,47,0.447,21,0.745,35,0.571,20,1,200,92.1,29.0,9,25,70,,7.9,6,0.362,17,0.471,8,47.0,31,0.55,23.3,19,30,0.433,13,0.5,1,"November 9, 2019",48.4,15,10.0,3,92.1,71.0,22,0.516,64,0.484,31,0.406,26,0.577,15,0,200,106.6,37.1,13,26,81,,14.5,11,0.203,13,0.308,4,53.0,35,0.53,17.5,16,51,0.529,27,1.0,2,"Chaifetz Arena, St. Louis, Missouri",VALPARAISO,Valparaiso,76.5,Home,SAINT-LOUIS,Saint Louis
2019-11-12-20-southern-illinois-edwardsville,55.2,16,4.0,2,98.7,73.7,28,0.533,61,0.475,29,0.492,30,0.8,24,1,200,115.6,35.3,12,16,89,,7.8,6,0.328,20,0.35,7,55.6,40,0.591,15.9,14,41,0.537,22,0.667,2,"November 12, 2019",53.1,17,4.9,2,115.6,64.7,22,0.5,68,0.471,32,0.235,16,0.5,8,2,200,98.7,26.3,10,23,76,,11.7,9,0.265,18,0.222,4,44.4,32,0.503,13.8,12,50,0.56,28,0.333,1,"Sam Vadalabene Center , Edwardsville, Illinois",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,77.4,Away,VALPARAISO,Valparaiso
2019-11-17-14-valparaiso,62.5,15,9.1,4,102.8,69.4,25,0.51,52,0.462,24,0.231,12,0.583,7,2,200,83.3,22.2,6,14,60,,6.9,5,0.288,15,0.333,5,49.2,31,0.52,24.9,19,37,0.514,19,0.333,1,"November 17, 2019",66.7,20,8.1,3,83.3,77.8,21,0.5,68,0.441,30,0.191,13,0.462,6,1,200,102.8,30.6,11,13,74,,15.3,11,0.353,24,0.333,8,50.8,32,0.499,13.0,11,44,0.5,22,0.75,3,"Athletics-Recreation Center, Valparaiso, Indiana",NORTH-DAKOTA,North Dakota,72.4,Home,VALPARAISO,Valparaiso
2019-11-22-13-grand-canyon,52.2,12,8.3,3,98.7,87.5,21,0.483,59,0.39,23,0.441,26,0.808,21,1,200,104.0,18.8,6,12,78,,12.0,9,0.508,30,0.367,11,48.2,27,0.547,12.4,10,29,0.414,12,0.8,4,"November 22, 2019",36.7,11,3.4,1,104.0,81.3,26,0.603,58,0.517,30,0.103,6,0.667,4,4,200,98.7,12.5,3,21,74,,2.7,2,0.379,22,0.455,10,51.8,29,0.608,21.9,17,36,0.556,20,0.333,2,"Virgin Islands Sport & Fitness Center , St. Thomas",GRAND-CANYON,Grand Canyon,75.1,Away,VALPARAISO,Valparaiso
2019-11-24-17-nevada,18.2,4,5.1,2,112.0,76.9,20,0.405,58,0.379,22,0.345,20,0.6,12,2,200,78.7,27.8,10,12,59,,5.3,4,0.328,19,0.158,3,48.4,30,0.437,20.3,17,39,0.487,19,0.667,4,"November 24, 2019",46.9,15,10.3,4,78.7,72.2,26,0.597,62,0.516,32,0.226,14,0.714,10,3,200,112.0,23.1,6,18,84,,9.3,7,0.371,23,0.435,10,51.6,32,0.612,15.0,12,39,0.564,22,0.571,4,"Virgin Islands Sport & Fitness Center , St. Thomas",VALPARAISO,Valparaiso,74.6,Home,NEVADA,Nevada
2019-11-25-17-cincinnati,39.3,11,9.3,4,98.8,73.9,17,0.477,66,0.424,28,0.227,15,0.933,14,3,225,93.9,25.0,9,20,77,,14.6,12,0.333,22,0.318,7,44.1,26,0.526,19.9,18,44,0.477,21,0.571,4,"November 25, 2019",45.2,14,6.8,3,93.9,75.0,27,0.589,56,0.554,31,0.357,20,0.75,15,2,225,98.8,26.1,6,17,81,,7.3,6,0.232,13,0.308,4,55.9,33,0.618,25.3,22,43,0.628,27,0.667,4,"Virgin Islands Sport & Fitness Center , St. Thomas",VALPARAISO,Valparaiso,72.7,Home,CINCINNATI,Cincinnati
2019-11-27-20-valparaiso,53.3,16,4.9,2,124.1,65.6,21,0.5,66,0.455,30,0.076,5,1.0,5,0,200,89.9,22.6,7,15,71,,5.1,4,0.333,22,0.273,6,44.4,28,0.519,20.9,18,44,0.545,24,0.0,0,"November 27, 2019",76.3,29,4.5,2,89.9,77.4,24,0.614,70,0.543,38,0.271,19,0.632,12,3,200,124.1,34.4,11,9,98,,15.2,12,0.414,29,0.345,10,55.6,35,0.62,12.3,11,41,0.683,28,0.625,5,"Athletics-Recreation Center, Valparaiso, Indiana","Trinity Christian
			","Trinity Christian
			",79.2,Home,VALPARAISO,Valparaiso
2019-12-03-19-eastern-michigan,46.7,14,3.6,1,118.1,80.0,16,0.556,62,0.484,30,0.258,16,0.625,10,4,200,109.7,27.3,9,22,79,,13.9,10,0.355,22,0.409,9,47.2,25,0.568,13.7,11,40,0.525,21,0.556,5,"December 3, 2019",44.4,12,7.5,3,109.7,72.7,24,0.716,44,0.614,27,0.682,30,0.733,22,1,200,118.1,20.0,4,15,85,,9.7,7,0.364,16,0.563,9,52.8,28,0.73,23.9,18,28,0.643,18,0.875,7,"Convocation Center, Ypsilanti, Michigan",VALPARAISO,Valparaiso,71.9,Home,EASTERN-MICHIGAN,Eastern Michigan
2019-12-08-14-valparaiso,28.6,6,2.6,1,101.3,75.9,22,0.347,62,0.339,21,0.339,21,0.571,12,3,200,72.4,27.5,11,14,55,,11.8,9,0.274,17,0.059,1,47.8,33,0.382,17.4,15,45,0.444,20,0.7,7,"December 8, 2019",77.4,24,11.1,5,72.4,72.5,29,0.566,61,0.508,31,0.213,13,0.615,8,4,200,101.3,24.1,7,22,77,,13.2,10,0.361,22,0.318,7,52.2,36,0.573,19.3,16,39,0.615,24,0.6,6,"Athletics-Recreation Center, Valparaiso, Indiana",CENTRAL-MICHIGAN,Central Michigan,76.1,Home,VALPARAISO,Valparaiso
2019-12-16-19-charlotte,70.8,17,14.3,5,101.5,83.3,20,0.528,53,0.453,24,0.075,4,0.25,1,5,200,86.4,26.7,8,20,57,,7.6,5,0.434,23,0.348,8,51.9,28,0.519,25.8,19,30,0.533,16,0.545,6,"December 16, 2019",27.3,6,13.3,4,86.4,73.3,22,0.545,44,0.5,22,0.614,27,0.704,19,4,200,101.5,16.7,4,9,67,,18.2,12,0.205,9,0.444,4,48.1,26,0.59,18.9,13,35,0.514,18,0.556,5,"Dale F. Halton Arena, Charlotte, North Carolina",VALPARAISO,Valparaiso,65.9,Home,CHARLOTTE,Charlotte
2019-12-18-19-high-point,67.7,21,15.0,6,107.5,63.0,17,0.627,59,0.525,31,0.288,17,0.765,13,5,200,129.9,37.9,11,13,87,,11.9,8,0.492,29,0.414,12,50.0,28,0.649,11.9,9,30,0.633,19,0.583,7,"December 18, 2019",50.0,15,10.0,3,129.9,62.1,18,0.567,60,0.5,30,0.117,7,0.571,4,9,200,107.5,37.0,10,16,72,,4.5,3,0.333,20,0.4,8,50.0,28,0.568,20.2,16,40,0.55,22,0.182,2,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,67.2,Away,VALPARAISO,Valparaiso
2019-12-21-20-valparaiso,66.7,14,17.0,8,82.9,80.5,33,0.5,52,0.404,21,0.596,31,0.645,20,1,200,87.8,15.4,6,14,72,,11.0,9,0.519,27,0.37,10,48.8,39,0.54,21.5,18,25,0.44,11,0.909,10,"December 21, 2019",48.1,13,4.0,1,87.8,84.6,33,0.424,72,0.375,27,0.153,11,0.636,7,6,200,82.9,19.5,8,27,68,,11.0,9,0.347,25,0.28,7,51.3,41,0.44,17.2,16,47,0.426,20,0.538,7,"Verizon Arena, North Little Rock, Arkansas",VALPARAISO,Valparaiso,82.0,Away,ARKANSAS,Arkansas
2019-11-06-20-vanderbilt,20.0,5,7.4,2,115.3,76.7,23,0.457,58,0.431,25,0.31,18,0.667,12,1,200,90.3,33.3,12,14,65,,5.6,4,0.224,13,0.231,3,53.0,35,0.488,19.5,16,45,0.489,22,0.0,0,"November 6, 2019",56.7,17,17.8,8,90.3,66.7,24,0.607,61,0.492,30,0.23,14,0.643,9,0,200,115.3,23.3,7,18,83,,11.1,8,0.557,34,0.412,14,47.0,31,0.613,15.2,12,27,0.593,16,1.0,1,"Memorial Gymnasium, Nashville, Tennessee",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,71.6,Home,VANDERBILT,Vanderbilt
2019-11-11-20-vanderbilt,73.9,17,6.7,2,106.0,69.0,20,0.58,50,0.46,23,0.22,11,0.727,8,2,200,98.5,21.7,5,17,66,,13.4,9,0.46,23,0.522,12,48.1,25,0.598,26.7,20,27,0.407,11,0.0,0,"November 11, 2019",38.5,10,25.9,7,98.5,78.3,18,0.577,52,0.5,26,0.346,18,0.611,11,0,200,106.0,31.0,9,13,71,,19.4,13,0.423,22,0.364,8,51.9,27,0.586,16.7,12,30,0.6,18,1.0,2,"Memorial Gymnasium, Nashville, Tennessee",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,66.9,Home,VANDERBILT,Vanderbilt
2019-11-14-19-richmond,45.5,15,11.9,5,112.0,78.4,29,0.614,66,0.5,33,0.242,16,0.688,11,1,225,110.8,25.8,8,21,92,,8.4,7,0.53,35,0.429,15,54.4,37,0.625,18.0,16,31,0.581,18,0.667,2,"November 14, 2019",50.0,16,3.2,1,110.8,74.2,23,0.521,70,0.457,32,0.329,23,0.87,20,0,225,112.0,21.6,8,15,93,,13.3,11,0.4,28,0.321,9,45.6,31,0.575,12.1,11,42,0.548,23,1.0,2,"Robins Center, Richmond, Virginia",VANDERBILT,Vanderbilt,73.6,Home,RICHMOND,Richmond
2019-11-20-20-vanderbilt,66.7,14,14.7,5,130.4,66.7,20,0.5,52,0.404,21,0.596,31,0.645,20,3,200,104.3,29.0,9,26,72,,4.3,3,0.423,22,0.455,10,47.5,29,0.54,13.2,10,30,0.367,11,0.25,1,"November 20, 2019",56.3,18,0.0,0,104.3,71.0,22,0.629,58,0.552,32,0.466,27,0.63,17,1,200,130.4,33.3,10,23,90,,7.2,5,0.414,24,0.375,9,52.5,32,0.635,11.4,9,34,0.676,23,0.75,3,"Memorial Gymnasium, Nashville, Tennessee",AUSTIN-PEAY,Austin Peay,68.8,Home,VANDERBILT,Vanderbilt
2019-11-22-21-vanderbilt,36.8,7,3.0,1,138.6,60.7,17,0.446,46,0.413,19,0.522,24,0.792,19,3,200,85.7,6.7,2,18,60,,5.7,4,0.304,14,0.214,3,32.8,19,0.523,19.8,14,32,0.5,16,0.4,2,"November 22, 2019",54.3,19,6.3,2,85.7,93.3,28,0.707,58,0.603,35,0.483,28,0.536,15,1,200,138.6,39.3,11,18,97,,12.9,9,0.431,25,0.48,12,67.2,39,0.68,13.5,11,33,0.697,23,0.8,4,"Memorial Gymnasium, Nashville, Tennessee",SOUTH-CAROLINA-STATE,South Carolina State,70.4,Home,VANDERBILT,Vanderbilt
2019-11-25-20-vanderbilt,28.6,8,0.0,0,102.6,69.4,25,0.407,70,0.4,28,0.243,17,0.765,13,5,200,92.1,32.5,13,19,70,,7.9,6,0.229,16,0.063,1,50.0,38,0.448,13.4,12,54,0.5,27,0.286,2,"November 25, 2019",66.7,16,5.6,3,92.1,67.5,27,0.509,58,0.414,24,0.483,28,0.679,19,1,200,102.6,30.6,11,16,78,,5.3,4,0.517,30,0.367,11,50.0,38,0.547,16.6,14,28,0.464,13,0.833,5,"Memorial Gymnasium, Nashville, Tennessee",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,75.7,Home,VANDERBILT,Vanderbilt
2019-11-30-20-vanderbilt,52.2,12,9.4,3,82.9,69.0,20,0.5,51,0.451,23,0.392,20,0.8,16,1,200,95.7,28.0,7,18,67,,12.9,9,0.255,13,0.385,5,50.0,27,0.554,21.1,16,38,0.474,18,0.857,6,"November 30, 2019",60.0,12,21.1,8,95.7,72.0,18,0.429,56,0.357,20,0.286,16,0.625,10,2,200,82.9,31.0,9,16,58,,14.3,10,0.429,24,0.333,8,50.0,27,0.456,19.2,15,32,0.375,12,0.714,5,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,69.6,Away,TULSA,Tulsa
